"doi","container.title","title","author","type","publisher"
"10.1016/j.bbagen.2020.129633","Biochimica et Biophysica Acta (BBA) - General Subjects","EcDBS1R6: A novel cationic antimicrobial peptide derived from a signal peptide sequence","William F.","journal-article","Elsevier BV"
"10.1103/physrevresearch.6.013162","Physical Review Research","Using quantum annealing to design lattice proteins","http://orcid.org/0000-0003-1384-0626","journal-article","American Physical Society (APS)"
"10.1002/wcms.1374","WIREs Computational Molecular Science","Essentials of <i>de novo</i> protein design: Methods and applications","http://orcid.org/0000-0001-8736-4082","journal-article","Wiley"
"10.1002/wcms.1318","WIREs Computational Molecular Science","Protein design: from computer models to artificial intelligence","Antonella","journal-article","Wiley"
"10.3389/fmolb.2022.848689","Frontiers in Molecular Biosciences","Computational Site Saturation Mutagenesis of Canonical and Non-Canonical Amino Acids to Probe Protein-Peptide Interactions","Jeffrey K.","journal-article","Frontiers Media SA"
"10.1017/s0033583519000131","Quarterly Reviews of Biophysics","<i>De novo</i>protein design, a retrospective","http://orcid.org/0000-0001-8144-783X","journal-article","Cambridge University Press (CUP)"
"10.1002/cbic.201800558","ChemBioChem","Heterogeneous‐Backbone Foldamer Mimics of a Computationally Designed, Disulfide‐Rich Miniprotein","Chino C.","journal-article","Wiley"
"10.1002/cbic.201800346","ChemBioChem","A One‐Pot “Triple‐C” Multicyclization Methodology for the Synthesis of Highly Constrained Isomerically Pure Tetracyclic Peptides","http://orcid.org/0000-0001-5138-1470","journal-article","Wiley"
"10.1002/cbic.201800026","ChemBioChem","Design of a Short Thermally Stable α‐Helix Embedded in a Macrocycle","http://orcid.org/0000-0002-2050-9950","journal-article","Wiley"
"10.1016/j.cell.2022.07.019","Cell","Accurate de novo design of membrane-traversing macrocycles","Gaurav","journal-article","Elsevier BV"
"10.1016/j.cbpa.2020.02.002","Current Opinion in Chemical Biology","The advent of de novo proteins for cancer immunotherapy","Alfredo","journal-article","Elsevier BV"
"10.1016/j.cell.2020.08.015","Cell","Structural Basis for Blocking Sugar Uptake into the Malaria Parasite Plasmodium falciparum","Xin","journal-article","Elsevier BV"
"10.1002/ddr.21398","Drug Development Research","Peptide Technologies in the Development of Chemical Tools for Chromatin‐Associated Machinery","Kimberly D.","journal-article","Wiley"
"10.1002/jcc.25589","Journal of Computational Chemistry","A systematic study of minima in alanine dipeptide","http://orcid.org/0000-0002-9454-5823","journal-article","Wiley"
"10.1073/pnas.2207327119","Proceedings of the National Academy of Sciences","Directed evolution identifies high-affinity cystine-knot peptide agonists and antagonists of Wnt/β-catenin signaling","Simon","journal-article","Proceedings of the National Academy of Sciences"
"10.1039/c8ob01678j","Organic &amp; Biomolecular Chemistry","Studies on a landscape of perfluoroaromatic-reactive peptides","http://orcid.org/0000-0002-9383-2185","journal-article","Royal Society of Chemistry (RSC)"
"10.1073/pnas.2207974120","Proceedings of the National Academy of Sciences","De novo design of small beta barrel proteins","http://orcid.org/0000-0002-0023-956X","journal-article","Proceedings of the National Academy of Sciences"
"10.1039/c6ob02746f","Organic &amp; Biomolecular Chemistry","Eight at one stroke – a synthetic tetra-disulfide peptide epitope","Andreas","journal-article","Royal Society of Chemistry (RSC)"
"10.2174/0929867325666180831165704","Current Medicinal Chemistry","Streptococcal Collagen-like Protein 1 Binds Wound Fibronectin: Implications in Pathogen Targeting","Dudley H.","journal-article","Bentham Science Publishers Ltd."
"10.1038/s41467-024-45480-z","Nature Communications","A general computational design strategy for stabilizing viral class I fusion proteins","http://orcid.org/0000-0002-5587-3613","journal-article","Springer Science and Business Media LLC"
"10.1016/j.ijbiomac.2023.127089","International Journal of Biological Macromolecules","Peptiligase, an enzyme for efficient chemo-enzymatic synthesis of aviptadil","Kazem","journal-article","Elsevier BV"
"10.2174/1381612828666220929154255","Current Pharmaceutical Design","Development of Peptide-based Metallo-β-lactamase Inhibitors as a New Strategy to
Combat Antimicrobial Resistance: A Mini-review","http://orcid.org/0000-0003-3526-7808","journal-article","Bentham Science Publishers Ltd."
"10.1039/d2cp04690c","Physical Chemistry Chemical Physics","Efficient and accurate density-based prediction of macromolecular polarizabilities","http://orcid.org/0000-0002-0927-4361","journal-article","Royal Society of Chemistry (RSC)"
"10.1016/j.ijbiomac.2023.126811","International Journal of Biological Macromolecules","Design and evaluation of α-helix-based peptide inhibitors for blocking PD-1/PD-L1 interaction","Mengjie","journal-article","Elsevier BV"
"10.2147/oajc.s375634","Open Access Journal of Contraception","A Brief History and Advancement of Contraceptive Multipurpose Prevention Technology (cMPT) Products","Sarah","journal-article","Informa UK Limited"
"10.1002/ange.201801361","Angewandte Chemie","Neue Methoden und Designprinzipien für zellgängige Peptide","Leila","journal-article","Wiley"
"10.1021/acs.jpclett.0c00929","The Journal of Physical Chemistry Letters","Synthetic Biology: A Solution for Tackling Nanomaterial Challenges","Benjamin P.","journal-article","American Chemical Society (ACS)"
"10.1371/journal.pone.0240450","PLOS ONE","Assessing multiple score functions in Rosetta for drug discovery","http://orcid.org/0000-0002-1225-8928","journal-article","Public Library of Science (PLoS)"
"10.1146/annurev-micro-090816-093247","Annual Review of Microbiology","Rewriting the Genetic Code","Takahito","journal-article","Annual Reviews"
"10.1371/journal.pcbi.1010271","PLOS Computational Biology","Ig-VAE: Generative modeling of protein structure by direct 3D coordinate generation","http://orcid.org/0000-0002-2704-8464","journal-article","Public Library of Science (PLoS)"
"10.1371/journal.pcbi.1009037","PLOS Computational Biology","XENet: Using a new graph convolution to accelerate the timeline for protein design on quantum computers","http://orcid.org/0000-0003-0581-6431","journal-article","Public Library of Science (PLoS)"
"10.1002/cbic.202200537","ChemBioChem","D‐Peptide and D‐Protein Technology: Recent Advances, Challenges, and Opportunities**","http://orcid.org/0000-0003-0733-6597","journal-article","Wiley"
"10.1371/journal.pcbi.1010947","PLOS Computational Biology","Docking cholesterol to integral membrane proteins with Rosetta","http://orcid.org/0000-0002-6811-9951","journal-article","Public Library of Science (PLoS)"
"10.1016/j.cclet.2018.03.015","Chinese Chemical Letters","A mini-review and perspective on multicyclic peptide mimics of antibodies","Weidong","journal-article","Elsevier BV"
"10.1007/s11356-021-15310-6","Environmental Science and Pollution Research","Research progress in bioremediation of petroleum pollution","Yong","journal-article","Springer Science and Business Media LLC"
"10.1126/scitranslmed.abn0402","Science Translational Medicine","Ex silico engineering of cystine-dense peptides yielding a potent bispecific T cell engager","http://orcid.org/0000-0002-1142-9748","journal-article","American Association for the Advancement of Science (AAAS)"
"10.1021/acs.orglett.9b00378","Organic Letters","Synthesis of Constrained Tetracyclic Peptides by Consecutive CEPS, CLIPS, and Oxime Ligation","Dieuwertje E.","journal-article","American Chemical Society (ACS)"
"10.1021/acs.jctc.1c00077","Journal of Chemical Theory and Computation","Protein Structure Prediction from NMR Hydrogen–Deuterium Exchange Data","Daniel R.","journal-article","American Chemical Society (ACS)"
"10.1073/pnas.1722633115","Proceedings of the National Academy of Sciences","Xenoprotein engineering via synthetic libraries","Zachary P.","journal-article","Proceedings of the National Academy of Sciences"
"10.1016/j.drudis.2021.01.022","Drug Discovery Today","Converting peptides into drugs targeting intracellular protein–protein interactions","http://orcid.org/0000-0001-8103-9211","journal-article","Elsevier BV"
"10.1039/d2cc00008c","Chemical Communications","Unique behaviour of the α-helix in bending deformation","Dong-in","journal-article","Royal Society of Chemistry (RSC)"
"10.3389/fmolb.2022.928534","Frontiers in Molecular Biosciences","Deep learning approaches for conformational flexibility and switching properties in protein design","Lucas S. P.","journal-article","Frontiers Media SA"
"10.1016/j.ijbiomac.2020.05.102","International Journal of Biological Macromolecules","Computational design of oligosaccharide producing levansucrase from Bacillus licheniformis RN-01 to improve its thermostability for production of levan-type fructooligosaccharides from sucrose","Methus","journal-article","Elsevier BV"
"10.1021/acs.jctc.7b00125","Journal of Chemical Theory and Computation","The Rosetta All-Atom Energy Function for Macromolecular Modeling and Design","http://orcid.org/0000-0003-0306-8476","journal-article","American Chemical Society (ACS)"
"10.1002/cbic.202200588","ChemBioChem","An Engineered β‐Hairpin Peptide Forming Thermostable Complexes with Zn<sup>II</sup>, Ni<sup>II</sup>, and Cu<sup>II</sup> through a His<sub>3</sub> Site","http://orcid.org/0000-0003-3808-2083","journal-article","Wiley"
"10.1021/jacs.2c12462","Journal of the American Chemical Society","Disulfide-Directed Multicyclic Peptide Libraries for the Discovery of Peptide Ligands and Drugs","Shuaimin","journal-article","American Chemical Society (ACS)"
"10.1038/s41586-023-05993-x","Nature","De novo design of protein interactions with learned surface fingerprints","http://orcid.org/0000-0001-9197-0982","journal-article","Springer Science and Business Media LLC"
"10.1371/journal.pcbi.1006969","PLOS Computational Biology","A global map of the protein shape universe","Xusi","journal-article","Public Library of Science (PLoS)"
"10.1016/j.pep.2019.01.007","Protein Expression and Purification","Review of lactose-driven auto-induction expression of isotope-labelled proteins","Erika L.","journal-article","Elsevier BV"
"10.1021/acs.molpharmaceut.0c00118","Molecular Pharmaceutics","Drug-Bearing Peptide-Based Nanospheres for the Inhibition of Metastasis and Growth of Cancer","Qianqian","journal-article","American Chemical Society (ACS)"
"10.1021/acs.jctc.9b00101","Journal of Chemical Theory and Computation","Utility of Covalent Labeling Mass Spectrometry Data in Protein Structure Prediction with Rosetta","Melanie L.","journal-article","American Chemical Society (ACS)"
"10.1021/acscatal.1c01097","ACS Catalysis","Isolating Conformers to Assess Dynamics of Peptidic Catalysts Using Computationally Designed Macrocyclic Peptides","http://orcid.org/0000-0002-2253-3452","journal-article","American Chemical Society (ACS)"
"10.1016/j.tips.2019.04.012","Trends in Pharmacological Sciences","The Vast Structural Diversity of Antimicrobial Peptides","Johannes","journal-article","Elsevier BV"
"10.1016/j.tips.2019.03.004","Trends in Pharmacological Sciences","Nature-Derived Peptides: A Growing Niche for GPCR Ligand Discovery","Edin","journal-article","Elsevier BV"
"10.1038/s41598-018-24766-5","Scientific Reports","High throughput evaluation of macrocyclization strategies for conformer stabilization","http://orcid.org/0000-0002-8913-6996","journal-article","Springer Science and Business Media LLC"
"10.1038/s41598-018-24760-x","Scientific Reports","Computational Protein Design with Deep Learning Neural Networks","Jingxue","journal-article","Springer Science and Business Media LLC"
"10.1038/s41467-022-33004-6","Nature Communications","De novo design of immunoglobulin-like domains","http://orcid.org/0000-0002-2561-782X","journal-article","Springer Science and Business Media LLC"
"10.1038/s41467-022-32075-9","Nature Communications","Protein shape sampled by ion mobility mass spectrometry consistently improves protein structure prediction","SM Bargeen Alam","journal-article","Springer Science and Business Media LLC"
